id,name,birthYear
"nm9438383","Sandy Descher","NULL",
"nm9440005","Ned Glass","NULL",
"nm9430194","Myron Healey","NULL",
"nm9436557","Natasha Gregson Warner","NULL",
"nm9429341","John Travolta","1954",
"nm9436806","Sean Murray","NULL",
"nm9424911","Robert Elliott","1879",
"nm9441148","Chief Many Tribes","NULL",
"nm9430711","Giorgio Albertazzi","NULL",
"nm9431676","JeanRoger Milo","NULL",
"nm9441680","Lillian Worth","NULL",
"nm9437767","Michael Schiff","NULL",
"nm9435277","Frankie Faison","NULL",
"nm9429670","Dawn Wells","NULL",
"nm9437557","Elisabeth Shue","NULL",
"nm9439164","Rutiger Hauer","NULL",
"nm9441755","John Travolto","NULL",
"nm9431145","Diana Barton","NULL",
"nm9437804","Johnnie Depp","NULL",
"nm9435242","Cartier","NULL",
"nm9424786","Louise Dresser","1881",
"nm9430884","Tom Felton","NULL",
"nm9431264","Vincent Martinez","NULL",
"nm9436352","Natasha Gregson Wagner","NULL",
"nm9425904","John Hodiak","1914",
"nm9426869","Dayton Lummis","1903",
"nm9432736","Ronnie Corbett","NULL",
"nm9441176","John Morton Blum","NULL",
"nm9438235","Frederic Lehne","NULL",
"nm9424102","Joseph Cawthorn","1868",
"nm9431795","Emma Watson","NULL",
"nm9434840","Warren Berlinger","NULL",
"nm9437437","D.B. Sweeney","NULL",
"nm9440847","Paul A. Partain","NULL",
"nm9428274","Angharad Rees","1949",
"nm9437699","Johnny Harra","NULL",
"nm9425591","Raymond Hackett","1902",
"nm9430371","Evelyne Didi","NULL",
"nm9432141","Dulcie Gray","NULL",
"nm9427221","Stephen McNally","1913",
"nm9425034","Sherilyn Fenn","1965",
"nm9440599","Gwen Lee","NULL",
"nm9438994","Joseph Walsh","NULL",
"nm9438077","Robert Giggenbach","NULL",
"nm9428171","Aidan Quinn","NULL",
"nm9427371","Mary Mitchell","NULL",
"nm9436988","Lucas Belvaux","NULL",
"nm9439642","Joseph GodonLevitt","NULL",
"nm9436592","Zabou","NULL",
"nm9429802","Paul Winchell","NULL",
"nm9435633","Charlie Schlatter","NULL",
"nm9426657","Christopher Lee","1922",
"nm9424607","Don Defore","1917",
"nm9430713","Wilhelm vonDeek","NULL",
"nm9441768","Louis Sinosi","NULL",
"nm9430265","Pierre Batcheff","NULL",
"nm9431925","Lisa Gay Hamilton","NULL",
"nm9427745","Denis ODea","1905",
"nm9429305","Jeana Tomasina","NULL",
"nm9432681","Daniel Milgram","NULL",
"nm9433761","Malcom mcGregor","NULL",
"nm9435321","Antony Sher","NULL",
"nm9436185","Pruitt Taylor Vince","NULL",
"nm9430834","Mai Zettering","NULL",
"nm9432165","Penelope Dudley ward","NULL",
"nm9423082","Willie Aames","1960",
"nm9436544","Nicholas Rutgers","NULL",
"nm9439332","Jim Antonio","NULL",
"nm9436239","Michael Richards","NULL",
"nm9423436","Priscilla Barnes","NULL",
"nm9433935","Christpher Lee","NULL",
"nm9430439","Mario Cabre","NULL",
"nm9434885","Jack MacDonald","NULL",
"nm9430983","Barry Otto","NULL",
"nm9431400","Julia Anne Robinson","NULL",
"nm9436290","Zach Galligan","NULL",
"nm9439180","Robert Dh\'ery","NULL",
"nm9438442","Joop Doderer","NULL",
"nm9429343","David Tree","1915",
"nm9436676","Clair Bloom","NULL",
"nm9439771","Gladys Hurlbur","NULL",
"nm9430662","Bill Bojangles Robinson","NULL",
"nm9434714","Ralph Dunn","NULL",
"nm9423605","Sandra Bernhard","NULL",
"nm9425334","Susan George","1950",
"nm9429936","Laurie Zimmer","NULL",
"nm9425025","Marty Feldman","1933",
"nm9434941","Lou Gottlieb","NULL",
"nm9432962","William Inge","NULL",
"nm9429131","Kiefer Sutherland","1968",
"nm9430028","Art Frankel","NULL",
"nm9439809","Joseph Sullivan","NULL",
"nm9430953","Robert Flemyng","NULL",
"nm9438129","Chrissie Cotterill","NULL",
"nm9432405","Steve Waddington","NULL",
"nm9439871","Don Metlow","NULL",
"nm9429616","Pierre Watkin","1894",
"nm9430964","Bernard Braden","NULL",
"nm9439067","Anne Dyson","NULL",
"nm9426234","Louis Jourdan","1919",
"nm9425838","Katherine Hepburn","1907",
"nm9429049","James Stewart","1908",
"nm9425741","Bob Haskins","NULL",
"nm9431614","The Dead End Kids","NULL",
"nm9438493","Abby Dalton","NULL",
"nm9427759","Dan OHerlihy","1919",
"nm9429273","Thu Thuy","NULL",
"nm9441622","Carrie Otis","NULL",
"nm9429934","Sonja Ziemann","1926",
"nm9425314","Mitzi Gaynor","1930",
"nm9425742","O.E. Hasse","1903",
"nm9432064","Eddie Parker","NULL",
"nm9432155","Margaret lockwood","NULL",
"nm9435122","Joyce Kay","NULL",
"nm9441010","Eleanora Brown","NULL",
"nm9431190","Georg Hartmann","NULL",
"nm9433204","Paolo Massafra","NULL",
"nm9432362","Peter Vaughn","NULL",
"nm9432887","May Mitchell","NULL",
"nm9436117","Leontyne Price","NULL",
"nm9424839","Anthony Durbee","NULL",
"nm9435152","Jean Moreau","NULL",
"nm9432955","Richard Davolos","NULL",
"nm9438470","G.Smokey Carpbod","NULL",
"nm9423782","Henry Brandon","1912",
"nm9434163","Jocelyn laGarde","NULL",
"nm9440418","Bill Jordan","NULL",
"nm9436489","Maria Mayzerret","NULL",
"nm9426216","Jennifer Jones","NULL",
"nm9441701","Robert Lee Campbell","NULL",
"nm9423337","Marie Ault","1870",
"nm9423419","George Barbier","1865",
"nm9430415","Niklas Odlund","NULL",
"nm9425883","Warren Hillman","NULL",
"nm9435009","Candice Hildebrand","NULL",
"nm9441695","Valerie Bertinelli","NULL",
"nm9436130","Maryilyn Monroe","NULL",
"nm9431578","Denis ODay","NULL",
"nm9424198","Dane Clark","1913",
"nm9428151","Noel Purcell","1900",
"nm9426087","A.B. Imenson","NULL",
"nm9430952","Meredith Edwards","NULL",
"nm9436491","Ward Costello","NULL",
"nm9425795","Tippi Hedren","1935",
"nm9430332","Wilfrid Lucas","NULL",
"nm9435620","Nick Cassavetes","NULL",
"nm9433757","Hanne Stensgard","NULL",
"nm9430659","Rufus Sewell","NULL",
"nm9427288","Vittorio Mezzoglomo","NULL",
"nm9435841","Liza Minelli","NULL",
"nm9437461","Bradford Dilman","NULL",
"nm9430603","Jerry Lazarus","NULL",
"nm9439627","Nancy Nevinson","NULL",
"nm9440906","Anajanette Comer","NULL",
"nm9424692","William Dieterle","1893",
"nm9425980","Brie Howard","NULL",
"nm9427274","Una Merkel","1903",
"nm9438853","Martha ODiriscoll","NULL",
"nm9424808","David Dukes","NULL",
"nm9424579","Marceline Day","NULL",
"nm9427513","Cookie Mueller","1939",
"nm9436604","Louis Lefebvre","NULL",
"nm9425062","Sid Field","1904",
"nm9426142","Louis January","NULL",
"nm9423239","The Hells Angels","NULL",
"nm9433300","Valentina Cortese","NULL",
"nm9438263","Dudley Manlove","NULL",
"nm9425120","Peter Fonda","1939",
"nm9430406","Anna Thomson","NULL",
"nm9433639","Sylvia Marriott","NULL",
"nm9435404","Bj\"orn Belvestam","NULL",
"nm9424360","Valentina Cortesa","1924",
"nm9437809","Frederic Malgras","NULL",
"nm9440642","Soso Dzhachvliani","NULL",
"nm9432353","Genvieve Bujold","NULL",
"nm9441162","Helen Ludlow","NULL",
"nm9435727","Kenny Walker","NULL",
"nm9438306","Doug Chapin","NULL",
"nm9439411","Charles Cyphers","NULL",
"nm9428026","Lottie Pickford","1895",
"nm9434703","Mel Powell","NULL",
"nm9431065","C.Konarski","NULL",
"nm9427786","Ryan ONeal","1941",
"nm9431233","Maura Tierney","NULL",
"nm9424136","Geraldine Chapman","NULL",
"nm9431038","Morey Amsterdam","NULL",
"nm9430172","Enid Bennett","NULL",
"nm9427894","MaryLoise Parker","1960",
"nm9434126","Agnes Esterhazy","NULL",
"nm9434085","Valentina Scalaci","NULL",
"nm9424555","Jim Davis","1915",
"nm9428868","Cornelia Otis Skinner","1901",
"nm9436413","Isabelle Solar","NULL",
"nm9437425","David Holt","NULL",
"nm9426053","David Hurst","1925",
"nm9427309","Kelly Miles","NULL",
"nm9437509","Loon Askin","NULL",
"nm9424219","Montgomery Clift","1920",
"nm9430634","Jonathan Rys Meyers","NULL",
"nm9440038","Mort Click","NULL",
"nm9426224","Tommy Lee Jones","1946",
"nm9429981","Amanda deCadenet","NULL",
"nm9433923","Sandra Church","NULL",
"nm9423926","Mae Busch","1879",
"nm9424397","Wendy Craig","1934",
"nm9431735","Claude Jarman~jr","NULL",
"nm9427990","Werner Peters","1918",
"nm9428084","Natalie Portman","1981",
"nm9423507","Jenny Beck","1974",
"nm9438336","Takahiro Tamura","NULL",
"nm9427619","Richard Nelson","NULL",
"nm9439272","Mabel Forrest","NULL",
"nm9424055","Jim Carrey","NULL",
"nm9425660","Carol Haney","1928",
"nm9430304","Jennifer Elisa cox","NULL",
"nm9428128","Vincent Price","1911",
"nm9429919","Harris Yulin","NULL",
"nm9433695","Barrie Ingham","NULL",
"nm9432298","Elliot Gould","NULL",
"nm9423603","Susan Berman","NULL",
"nm9426914","Janet MacLachian","NULL",
"nm9437986","Robert de Niro","NULL",
"nm9437360","Thomas Heinze","NULL",
"nm9438338","Parley Baer","NULL",
"nm9425982","Clint Howard","NULL",
"nm9425713","George Harrison","NULL",
"nm9426589","Joi Lansing","1928",
"nm9428601","Julian Sands","NULL",
"nm9429772","Simon Williams","1946",
"nm9430151","Ben Silverstone","NULL",
"nm9428111","June Preisser","1921",
"nm9423939","John Byner","NULL",
"nm9424645","Reginald Denny","1891",
"nm9437690","G\"unther Lamprecht","NULL",
"nm9432596","Sophie Gullemin","NULL",
"nm9438354","Lovelady Powell","NULL",
"nm9437091","John Bynes","NULL",
"nm9430236","Grace MacDonald","NULL",
"nm9434535","Guy Usher","NULL",
"nm9428956","Rick Springfield","NULL",
"nm9432871","Brenda Bakke","NULL",
"nm9425393","Russell Gleason","1908",
"nm9428139","Dorothy Provine","1937",
"nm9438973","Eve Gray","NULL",
"nm9436795","Bruce Jones","NULL",
"nm9438660","Mark Rylance","NULL",
"nm9433540","John Don Belden","NULL",
"nm9426049","Raymond Huntley","1904",
"nm9432269","Charles Winniger","NULL",
"nm9423306","Ed Asner","1929",
"nm9438218","Carl Anderson Nealey","NULL",
"nm9431605","Glenda Farrel","NULL",
"nm9431903","Sierra Pecheur","NULL",
"nm9425298","Lorraine Gary","NULL",
"nm9425764","Goldie Hawn","1945",
"nm9435281","Samuel L. Johnson","NULL",
"nm9426751","Mark LinnBaker","NULL",
"nm9428765","Robert Shayne","1910",
"nm9424540","Harry Davenport","1866",
"nm9427462","Sidney Morgan","NULL",
"nm9430222","John Eldridge","NULL",
"nm9430015","Ian Richardson","NULL",
"nm9430440","Pamela Kellino","NULL",
"nm9431146","Chelsea Field","NULL",
"nm9424127","Margo Channing","NULL",
"nm9441138","Jack McHugh","NULL",
"nm9424612","Olivia deHavilland","1916",
"nm9427916","Dennis Patrick","NULL",
"nm9434548","William E. Shay","NULL",
"nm9436680","Amelia McQueen","NULL",
"nm9439053","Ruth Hermine","NULL",
"nm9430774","Ryan ONeil","NULL",
"nm9441145","G.P. Huntley~jr","NULL",
"nm9424482","Elizabeth Daily","NULL",
"nm9428829","Henry Silva","1928",
"nm9432971","Bora Todorovic","NULL",
"nm9440242","Robert Henderso Bland","NULL",
"nm9432369","Dylan Sprouse","NULL",
"nm9437010","Kay Harding","NULL",
"nm9425442","Mary Gordon","1882",
"nm9441021","C.Auibrey Smith","NULL",
"nm9425272","Vincent Gardenia","1922",
"nm9431808","Jamey Sheridan","NULL",
"nm9429392","Twiggy","1946",
"nm9426575","Tom Lane","NULL",
"nm9440344","PeterGallagher","NULL",
"nm9441718","Bionnie Ebsen","NULL",
"nm9425098","Walter Fitzgerald","1896",
"nm9424507","Mirella D'Angelo","NULL",
"nm9431636","John Brascia","NULL",
"nm9436155","Arthour OConnell","NULL",
"nm9424075","Lynda Carter","NULL",
"nm9425649","Suzanne Hamilton","NULL",
"nm9436759","Nell Carter","NULL",
"nm9440463","Wayne Knight","NULL",
"nm9424804","Tom Dugan","1889",
"nm9431801","Kay Tong Lim","NULL",
"nm9440767","Arline judge","NULL",
"nm9425020","Lynne Federicks","NULL",
"nm9430789","Sumuel H. Hinds","NULL",
"nm9437622","I. Kudriatsev","NULL",
"nm9433129","Beatrice Romand","NULL",
"nm9431484","Richard Kiely","NULL",
"nm9438706","Helena Ronee","NULL",
"nm9439002","Lilie Tomlin","NULL",
"nm9430392","Kuninori Kodo","NULL",
"nm9430523","Samantha Morton","NULL",
"nm9426346","Jeremy Kemp","1934",
"nm9436641","Myriam Cyr","NULL",
"nm9437969","Frank Vincent","NULL",
"nm9430354","x Ryan","NULL",
"nm9435514","Robert OReilley","NULL",
"nm9438552","Candela Pena","NULL",
"nm9436770","Yoko Sugi","NULL",
"nm9431788","Sam Neil","NULL",
"nm9436243","Willis Bouchy","NULL",
"nm9424946","Jill Esmond","1908",
"nm9423600","Irving Berlin","1888",
"nm9431016","Giulio Brogi","NULL",
"nm9435860","Russel Wong","NULL",
"nm9438541","Alex Casanovas","NULL",
"nm9424085","John Cassavetes","1929",
"nm9436748","Jean Tripplehorn","NULL",
"nm9429417","Frederick Valk","1901",
"nm9436942","Linden Ashby","NULL",
"nm9435988","Peter Welz","NULL",
"nm9424013","Phil Carey","1925",
"nm9423406","Donatas Banionis","NULL",
"nm9425237","Alan Fudge","NULL",
"nm9433687","Arthur Jurado","NULL",
"nm9437150","Hugh Griffiths","NULL",
"nm9428267","Maxwell Reed","1920",
"nm9427182","Frank McGlynn","1867",
"nm9436552","Elaine Kaufman","NULL",
"nm9440498","Jonathon Schaech","NULL",
"nm9424088","Jack Cassidy","NULL",
"nm9426884","Robert Lynen","1921",
"nm9429813","Kate Winslet","1975",
"nm9436661","Joe Sauers","NULL",
"nm9440126","Mikhail Gomarov","NULL",
"nm9426423","Roy Kinnear","1934",
"nm9435588","Mary Vivian Pearce","NULL",
"nm9429568","Jessica Walter","1944",
"nm9426454","Sandra Knight","NULL",
"nm9441552","Mario Ferrari","NULL",
"nm9436917","Takesi Kaneshiro","NULL",
"nm9430073","Frank Maxwell","NULL",
"nm9427535","Caroline Munro","1951",
"nm9428996","David Steinberg","NULL",
"nm9439542","Stan Adams","NULL",
"nm9437310","Richard Helle","NULL",
"nm9434058","Alison Rutledge","NULL",
"nm9435969","Jo Kendall","NULL",
"nm9433027","Jerry Ohrbach","NULL",
"nm9436650","James W. Horne","NULL",
"nm9423086","John Abbott","1905",
"nm9423615","Marina Berti","1928",
"nm9441231","Hui Fun","NULL",
"nm9429011","James Stephenson","1888",
"nm9436832","Peter Webb","NULL",
"nm9437797","Charlotte Coleman","NULL",
"nm9440935","Oscar Homolko","NULL",
"nm9431239","Vincent Gallo","NULL",
"nm9426227","Richard Jordan","1938",
"nm9428792","Madeleine Sherwood","1926",
"nm9429028","Inger Stevens","1935",
"nm9434052","Sigrid Holmquist","NULL",
"nm9423230","Dana Andrews","1909",
"nm9427999","Elizabeth Petterson","NULL",
"nm9432221","Clyde Beatty","NULL",
"nm9424787","Marie Dressler","1869",
"nm9439621","Ruby Goodwin","NULL",
"nm9424644","Raymond Denny","NULL",
"nm9438064","Shizuko Hoshi","NULL",
"nm9431091","Sal Rubineck","NULL",
"nm9438632","Mark Blum","NULL",
"nm9425942","Oscar Homolka","NULL",
"nm9437802","Deidre Hammett","NULL",
"nm9436950","Simone Mateuil","NULL",
"nm9428788","Ann Sheridan","1915",
"nm9429359","Patrick Troughton","1920",
"nm9423464","Richard Barthelmess","1895",
"nm9431036","Mai Britt","NULL",
"nm9435799","Nicholas Sadler","NULL",
"nm9427689","Christine Norden","1924",
"nm9435784","Alan Ruck","NULL",
"nm9426012","David Huddleston","1930",
"nm9428179","M.G. Ramachandran","NULL",
"nm9441094","Georges Corraface","NULL",
"nm9426166","Roy Jenson","NULL",
"nm9431450","Frank Richards","NULL",
"nm9425338","Bill Gerber","NULL",
"nm9426392","Nicole Kidman","1967",
"nm9431398","Billy `Green' Bush","NULL",
"nm9434495","George Thorpe","NULL",
"nm9424879","Anthony Edwards","NULL",
"nm9438877","Tom Everett Scott","NULL",
"nm9434410","Jeanne deCasalis","NULL",
"nm9428659","Max Schrek","1879",
"nm9433648","Virginie Thevenet","NULL",
"nm9424846","Ann Dvorak","1912",
"nm9426276","Miriam Karlin","1925",
"nm9435723","Tom Lycos","NULL",
"nm9440271","Sigfried","NULL",
"nm9435562","Gwen Watford","NULL",
"nm9429320","Toto","NULL",
"nm9424816","Faye Dunaway","1941",
"nm9436105","Anne Wiazemsky","NULL",
"nm9430632","Skeet Ulrich","NULL",
"nm9429259","Jack Thompson","1940",
"nm9431739","Vanity","NULL",
"nm9439208","Bill Nelson","NULL",
"nm9425057","Betty Field","1918",
"nm9429201","Rip Taylor","NULL",
"nm9431817","Devon Raymond","NULL",
"nm9429990","Paul Bartel","NULL",
"nm9437631","Nikolai Plotnikov","NULL",
"nm9438128","Gunnar bjornstrand","NULL",
"nm9424768","Billie Dove","1904",
"nm9427744","Carroll ODea","NULL",
"nm9430455","Roy Goldman","NULL",
"nm9434213","Gary Sinisi","NULL",
"nm9425696","Brad Harris","NULL",
"nm9435096","Claudia Robinson","NULL",
"nm9439605","Hazel Brooks","NULL",
"nm9431108","Gary Sinise","NULL",
"nm9431991","Viviane Romance","NULL",
"nm9429387","Dorothy Tutin","1930",
"nm9436838","Laura Hutton","NULL",
"nm9441665","Frank fay","NULL",
"nm9437512","Vince Bamett","NULL",
"nm9436768","Matthew McConaughey","NULL",
"nm9429644","Marjorie Weaver","1913",
"nm9428190","Jack Rain","1895",
"nm9428986","Valerie Starrett","NULL",
"nm9429620","Bobs Watson","1931",
"nm9434748","Gwen Wells","NULL",
"nm9435942","Craig Alan Edwards","NULL",
"nm9441175","Bruno Bettelheim","NULL",
"nm9441644","Roert Preston","NULL",
"nm9439728","Ellen Baekin","NULL",
"nm9428157","Denver Pyle","1920",
"nm9438438","Royal Beal West","NULL",
"nm9428362","Judith Ridley","NULL",
"nm9432342","Andrew Faulds","NULL",
"nm9439293","Brian Mallon","NULL",
"nm9436616","Ulrich Nothen","NULL",
"nm9433533","Kristy Swanson","NULL",
"nm9431046","Miriam Lavelle","NULL",
"nm9433680","Sheila Sant'anna","NULL",
"nm9425427","Dody Goodman","NULL",
"nm9432829","Peggie Castle","NULL",
"nm9424857","Marilyn Eastman","NULL",
"nm9423859","Joe E. Brown","1892",
"nm9424757","Donald Douglas","1905",
"nm9435190","Elisha Cook~Jr.","NULL",
"nm9426180","Ben Johnson","1920",
"nm9432526","David deLuise","NULL",
"nm9432776","Edward Peil","NULL",
"nm9438448","Hans Ola Sorlie","NULL",
"nm9439633","Claude Girard","NULL",
"nm9437246","Eduard Verkade","NULL",
"nm9424030","Hoagy Carmichael","1899",
"nm9431842","J.W. Johnston","NULL",
"nm9428081","Eric Porter","NULL",
"nm9438356","Tracy Ullman","NULL",
"nm9424955","Linda Evans","1943",
"nm9429549","Nella Walker","1886",
"nm9428394","Joan Rivers","NULL",
"nm9431542","Salka Steuermamm","NULL",
"nm9435205","Lilian Gish","NULL",
"nm9427662","Jane Nigh","1926",
"nm9441022","Terry","NULL",
"nm9423533","Tom Bell","1933",
"nm9437529","Raymond Huntlry","NULL",
"nm9441627","Chocho Miyako","NULL",
"nm9434624","Kathleen Hartnagel","NULL",
"nm9432276","George Givot","NULL",
"nm9428181","Chips Rafferty","1909",
"nm9439110","Spencer Williams","NULL",
"nm9437584","Merceds Sampietro","NULL",
"nm9428303","Bert Remsen","1925",
"nm9430795","Hoyt Aston","NULL",
"nm9441539","Lorna Gray","NULL",
"nm9436387","Ren\'e Dary","NULL",
"nm9425803","Randee Heller","NULL",
"nm9438691","Michael Long","NULL",
"nm9423751","Judy Bowker","1954",
"nm9431682","Irene Bordoni","NULL",
"nm9424132","Josephine Chaplin","NULL",
"nm9428148","Lilo Pulver","1929",
"nm9425952","Dennis Hopper","1935",
"nm9430200","Arletta Emery","NULL",
"nm9431663","Peter Hobbs","NULL",
"nm9431054","Kim Catrall","NULL",
"nm9426960","John Malcolm","NULL",
"nm9426579","Glenn Langan","1917",
"nm9433831","Sandy Desch","NULL",
"nm9440262","Donna Anderson","NULL",
"nm9439490","Boozoo Chavis","NULL",
"nm9424439","Rosalie Crutchley","1921",
"nm9432195","Muriel Combeau","NULL",
"nm9424749","Sandra Dorn","1925",
"nm9436835","Simon Shepherd","NULL",
"nm9429383","Lana Turner","1920",
"nm9430464","Terence deMarmey","NULL",
"nm9439697","Blain Fainman","NULL",
"nm9431341","Jeneane Garofalo","NULL",
"nm9426132","Harry James","1916",
"nm9426591","Mario Lanza","1921",
"nm9432966","Ljubica Adzovic","NULL",
"nm9439296","Brian Dehenny","NULL",
"nm9437987","Oscar Goodman","NULL",
"nm9439047","Alan Abel","NULL",
"nm9431850","Page Peters","NULL",
"nm9429817","Vincent Winter","1947",
"nm9429831","Michael Wolf","NULL",
"nm9433737","Sam Cers","NULL",
"nm9433293","Sandra Milo","NULL",
"nm9434977","William D. Kruse","NULL",
"nm9428475","Fred Romer","NULL",
"nm9433298","Annibale Ninchi","NULL",
"nm9438198","Mason Gamble","NULL",
"nm9433388","Reiner Schone","NULL",
"nm9426839","Linda Lovelace","1952",
"nm9432047","Katherine Blake","NULL",
"nm9435012","Nadia Bilchik","NULL",
"nm9431965","Ewan Roberts","NULL",
"nm9430255","Teodoro Bastida","NULL",
"nm9430813","Leonard Strong","NULL",
"nm9437129","Clem Bevans","NULL",
"nm9440812","Chris Odonnell","NULL",
"nm9427019","Hugh Marlowe","1911",
"nm9435662","Paula Price","NULL",
"nm9437085","Ernest Torence","NULL",
"nm9430728","Konstantin Shayne","NULL",
"nm9433574","Haryy VonZell","NULL",
"nm9435058","Herbert Marsall","NULL",
"nm9430652","Alec Guiness","NULL",
"nm9440647","Martin Beck","NULL",
"nm9431328","Oliva NewtonJohn","NULL",
"nm9436920","Faye Wang","NULL",
"nm9424486","Jennifer Dale","NULL",
"nm9429239","Helene Thimig","1889",
"nm9441554","Antonio Vilar","NULL",
"nm9430725","Charles Millot","NULL",
"nm9428906","Innokenti Smoktunovsky","1925",
"nm9435583","Cliff Lutz","NULL",
"nm9423964","Maria Callas","1923",
"nm9424374","Dolores Costello","1905",
"nm9426009","Paul Hubschmid","1917",
"nm9427898","Larry Parks","1914",
"nm9423820","Helen Broderick","1890",
"nm9437274","Elia Marcuzzo","NULL",
"nm9431985","Cathy Crosby","NULL",
"nm9433827","Dennis OKeele","NULL",
"nm9423200","Glenn Anders","1889",
"nm9435661","Mimi Miyaki","NULL",
"nm9424129","Charlie Chaplin","1889",
"nm9429750","Bill Williams","1916",
"nm9436980","Robert Blanche","NULL",
"nm9428752","Mickey Shaughnessy","1920",
"nm9433988","Tommy Tune","NULL",
"nm9440445","Mario Gallo","NULL",
"nm9439537","George `Gabby' Hayes","NULL",
"nm9429426","Vivian Vance","1911",
"nm9432915","Fritz Korther","NULL",
"nm9435890","Roy Chiao","NULL",
"nm9424206","Caitlin Clarke","NULL",
"nm9427989","Susan Peters","1921",
"nm9429833","Ian Wolfe","1896",
"nm9428551","Meg Ryan","1962",
"nm9437463","Rosalind Russel","NULL",
"nm9431760","Jean-Louis Trintigant","NULL",
"nm9435006","Nancy Mulford","NULL",
"nm9435886","Steve James","NULL",
"nm9426836","Montagu Love","1877",
"nm9435676","Bambi Wood","NULL",
"nm9440133","Andrei Abrikosov","NULL",
"nm9438200","Joseph Maher","NULL",
"nm9424294","Jeff Conaway","1950",
"nm9426361","Gerard Kennedy","NULL",
"nm9434956","Karina Arogaven","NULL",
"nm9432096","Gregoire Colin","NULL",
"nm9427453","Cindy Morgan","NULL",
"nm9433552","George Perolat","NULL",
"nm9428467","Yvonne Romain","1938",
"nm9423589","Jacques Bergerac","1927",
"nm9432554","Kieran Mulronet","NULL",
"nm9430181","Helen Westlet","NULL",
"nm9432473","June Ludehart","NULL",
"nm9429021","Erik Stern","NULL",
"nm9435971","Lena Headey","NULL",
"nm9433211","Lenny vonDohlen","NULL",
"nm9434330","Udi Kier","NULL",
"nm9436462","John Snyder","NULL",
"nm9429687","Helen Westley","1879",
"nm9427030","Arthur Marshal","NULL",
"nm9434952","Tracy Brooks","NULL",
"nm9426812","Richard Loo","1903",
"nm9425957","Paul Hoerbiger","NULL",
"nm9428920","Andrew Solt","NULL",
"nm9434813","Christopher Cooke","NULL",
"nm9436104","Samuel Fuller","NULL",
"nm9431187","Sigrid vonRichthoven","NULL",
"nm9436405","Basil Gill","NULL",
"nm9440545","Roscoe Kearns","NULL",
"nm9438823","Sino\"el","NULL",
"nm9440714","Edward deSouza","NULL",
"nm9436304","P.J. Oclan","NULL",
"nm9428069","Roman Polanski","1933",
"nm9431396","Emmanuel Schotte","NULL",
"nm9426135","Sonny James","NULL",
"nm9423721","Shirley Booth","1907",
"nm9423282","Desi Arnaz~jr.","1953",
"nm9427955","Lisa Pelikan","NULL",
"nm9430153","Suzanne Shepherd","NULL",
"nm9440349","Azizeh Mohamadi","NULL",
"nm9434837","Janet Woytak","NULL",
"nm9423704","Lillian Bond","1910",
"nm9428063","Patricia Plunkett","1928",
"nm9429272","Frank Thring","NULL",
"nm9433321","Sergio Rubino","NULL",
"nm9441325","Ron Randall","NULL",
"nm9439152","Richard Bach","NULL",
"nm9432297","Sigrid Vallis","NULL",
"nm9438871","Diedrich Bader","NULL",
"nm9423723","Paola Borboni","NULL",
"nm9424271","Lewis Collins","1946",
"nm9438924","Shannon Elizabeth","NULL",
"nm9427575","J.Carrol Naish","1900",
"nm9430542","Sylvia Badalati","NULL",
"nm9427214","Allyn Ann McLerie","1926",
"nm9423676","Brian Blessed","1937",
"nm9429396","Charles Tyner","NULL",
"nm9433715","Edward deSouzo","NULL",
"nm9426177","Mervyn Johns","1899",
"nm9433079","Ted Healy","NULL",
"nm9423322","Malcolm Atterbury","1907",
"nm9427697","Michael North","1920",
"nm9429148","Blanche Sweet","1895",
"nm9423156","Ben Alexander","1911",
"nm9434365","Stuart Wilson","NULL",
"nm9435584","Olin Howlin","NULL",
"nm9436669","Debbie James","NULL",
"nm9430591","Richard Schaal","NULL",
"nm9440004","Bill Bramley","NULL",
"nm9439940","Alec McGowen","NULL",
"nm9433616","Patrick Auffay","NULL",
"nm9433267","Tim Robbins..","NULL",
"nm9424069","Ben Carter","1911",
"nm9440408","Syamal Ghosal","NULL",
"nm9426348","Rachel Kempson","NULL",
"nm9427734","Arthur OConnell","1908",
"nm9434631","Don Hmaner","NULL",
"nm9439021","Julanna Johnston","NULL",
"nm9425798","Michael Hegarty","NULL",
"nm9434457","John Gallaudet","NULL",
"nm9436453","Stew Henrikson","NULL",
"nm9426682","Jennifer Jason Leigh","1961",
"nm9433790","Emil Rameon","NULL",
"nm9439852","Lynnn Loring","NULL",
"nm9441110","Belle Chrystal","NULL",
"nm9433233","Elenora Duse","NULL",
"nm9440245","Jack Clark","NULL",
"nm9434010","Paul Bildt","NULL",
"nm9441357","William Sadler","NULL",
"nm9440140","L.A. Fenin","NULL",
"nm9430792","Jane Farrar","NULL",
"nm9425666","Lawrence Hanray","1874",
"nm9425568","Jack Guilford","NULL",
"nm9440719","Patrick Throughton","NULL",
"nm9428246","James Read","NULL",
"nm9430757","Leon Lontok","NULL",
"nm9434558","Cyril Chadwick","NULL",
"nm9425133","Harrison Ford","1917",
"nm9426213","Henry Jones","1912",
"nm9440707","Melissa Stribling","NULL",
"nm9426033","Barry Humphries","NULL",
"nm9429962","Liz Smith","NULL",
"nm9424742","Karin Dor","NULL",
"nm9425506","Richard Greene","1914",
"nm9434371","Anne Hathaway","NULL",
"nm9427872","Gregg Palmer","1927",
"nm9441117","Dennis Mogan","NULL",
"nm9424057","Pat Carrol","NULL",
